Plate,Sample,Gate,Count,%Total,%Gated
0-2.5,A1,GFP+,1791.5,2.428,5.59
0-2.5,A1,All Events,73793.5,100,100
0-2.5,A1,R1,32051,43.433,43.433
0-2.5,A1,mCh+,29988,40.638,93.563
0-2.5,A1,All Events,73793.5,100,100
0-2.5,A1,R1,32051,43.433,43.433
0-2.5,A1,R1,32051,43.433,43.433
0-2.5,A1,All Events,73793.5,100,100
0-2.5,A1,mCherry-/GFP+,1680.5,2.277,5.243
0-2.5,A1,mCherry+/GFP+,142,0.192,0.443
0-2.5,A1,mCherry-/GFP-,300.5,0.407,0.938
0-2.5,A1,mCherry+/GFP-,29928,40.556,93.376
0-2.5,A1,All Events,73793.5,100,100
0-2.5,A1,R1,32051,43.433,43.433
0-2.5,A1,R2,17421.5,23.608,58.095
0-2.5,A1,R4,105.5,0.143,0.352
0-2.5,A1,All Events,73793.5,100,100
0-2.5,A1,mCh+,29988,40.638,40.638
0-2.5,A1,All Events,73793.5,100,100
0-2.5,A1,R2,17421.5,23.608,23.608
0-2.5,A1,All Events,73793.5,100,100
0-2.5,A1,R3,1413,1.915,1.915
0-2.5,A1,R3,1413,1.915,78.872
0-2.5,A1,All Events,73793.5,100,100
0-2.5,A1,GFP+,1791.5,2.428,2.428
0-2.5,A1,All Events,73793.5,100,100
0-2.5,A1,R4,105.5,0.143,0.143
0-2.5,A1,All Events,73793.5,100,100
0-2.5,A1,R1,32051,43.433,43.433
0-2.5,A1,LG1,29988,40.638,40.638
0-2.5,A2,GFP+,1680.5,2.458,5.862
0-2.5,A2,All Events,68362,100,100
0-2.5,A2,R1,28665.5,41.932,41.932
0-2.5,A2,mCh+,26776.5,39.169,93.41
0-2.5,A2,All Events,68362,100,100
0-2.5,A2,R1,28665.5,41.932,41.932
0-2.5,A2,R1,28665.5,41.932,41.932
0-2.5,A2,All Events,68362,100,100
0-2.5,A2,mCherry-/GFP+,1581,2.313,5.515
0-2.5,A2,mCherry+/GFP+,118.5,0.173,0.413
0-2.5,A2,mCherry-/GFP-,246,0.36,0.858
0-2.5,A2,mCherry+/GFP-,26720,39.086,93.213
0-2.5,A2,All Events,68362,100,100
0-2.5,A2,R1,28665.5,41.932,41.932
0-2.5,A2,R2,15480,22.644,57.812
0-2.5,A2,R4,96.5,0.141,0.36
0-2.5,A2,All Events,68362,100,100
0-2.5,A2,mCh+,26776.5,39.169,39.169
0-2.5,A2,All Events,68362,100,100
0-2.5,A2,R2,15480,22.644,22.644
0-2.5,A2,All Events,68362,100,100
0-2.5,A2,R3,1352,1.978,1.978
0-2.5,A2,R3,1352,1.978,80.452
0-2.5,A2,All Events,68362,100,100
0-2.5,A2,GFP+,1680.5,2.458,2.458
0-2.5,A2,All Events,68362,100,100
0-2.5,A2,R4,96.5,0.141,0.141
0-2.5,A2,All Events,68362,100,100
0-2.5,A2,R1,28665.5,41.932,41.932
0-2.5,A2,LG1,26776.5,39.169,39.169
0-2.5,A3,GFP+,958,1.648,5.198
0-2.5,A3,All Events,58113.5,100,100
0-2.5,A3,R1,18430.5,31.715,31.715
0-2.5,A3,mCh+,17278,29.731,93.747
0-2.5,A3,All Events,58113.5,100,100
0-2.5,A3,R1,18430.5,31.715,31.715
0-2.5,A3,R1,18430.5,31.715,31.715
0-2.5,A3,All Events,58113.5,100,100
0-2.5,A3,mCherry-/GFP+,914,1.573,4.959
0-2.5,A3,mCherry+/GFP+,58.5,0.101,0.317
0-2.5,A3,mCherry-/GFP-,199.5,0.343,1.082
0-2.5,A3,mCherry+/GFP-,17258.5,29.698,93.641
0-2.5,A3,All Events,58113.5,100,100
0-2.5,A3,R1,18430.5,31.715,31.715
0-2.5,A3,R2,10009.5,17.224,57.932
0-2.5,A3,R4,48,0.083,0.278
0-2.5,A3,All Events,58113.5,100,100
0-2.5,A3,mCh+,17278,29.731,29.731
0-2.5,A3,All Events,58113.5,100,100
0-2.5,A3,R2,10009.5,17.224,17.224
0-2.5,A3,All Events,58113.5,100,100
0-2.5,A3,R3,787,1.354,1.354
0-2.5,A3,R3,787,1.354,82.15
0-2.5,A3,All Events,58113.5,100,100
0-2.5,A3,GFP+,958,1.648,1.648
0-2.5,A3,All Events,58113.5,100,100
0-2.5,A3,R4,48,0.083,0.083
0-2.5,A3,All Events,58113.5,100,100
0-2.5,A3,R1,18430.5,31.715,31.715
0-2.5,A3,LG1,17278,29.731,29.731
0-2.5,A4,GFP+,3.5,0.009,3.804
0-2.5,A4,All Events,39321.5,100,100
0-2.5,A4,R1,92,0.234,0.234
0-2.5,A4,mCh+,32.5,0.083,35.326
0-2.5,A4,All Events,39321.5,100,100
0-2.5,A4,R1,92,0.234,0.234
0-2.5,A4,R1,92,0.234,0.234
0-2.5,A4,All Events,39321.5,100,100
0-2.5,A4,mCherry-/GFP+,3.5,0.009,3.804
0-2.5,A4,mCherry+/GFP+,0,0,0
0-2.5,A4,mCherry-/GFP-,55,0.14,59.783
0-2.5,A4,mCherry+/GFP-,33.5,0.085,36.413
0-2.5,A4,All Events,39321.5,100,100
0-2.5,A4,R1,92,0.234,0.234
0-2.5,A4,R2,18,0.046,55.385
0-2.5,A4,R4,0,0,0
0-2.5,A4,All Events,39321.5,100,100
0-2.5,A4,mCh+,32.5,0.083,0.083
0-2.5,A4,All Events,39321.5,100,100
0-2.5,A4,R2,18,0.046,0.046
0-2.5,A4,All Events,39321.5,100,100
0-2.5,A4,R3,2.5,0.006,0.006
0-2.5,A4,R3,2.5,0.006,71.429
0-2.5,A4,All Events,39321.5,100,100
0-2.5,A4,GFP+,3.5,0.009,0.009
0-2.5,A4,All Events,39321.5,100,100
0-2.5,A4,R4,0,0,0
0-2.5,A4,All Events,39321.5,100,100
0-2.5,A4,R1,92,0.234,0.234
0-2.5,A4,LG1,32.5,0.083,0.083
0-2.5,A5,GFP+,2384.5,2.981,6.083
0-2.5,A5,All Events,79984,100,100
0-2.5,A5,R1,39198,49.007,49.007
0-2.5,A5,mCh+,36579,45.733,93.319
0-2.5,A5,All Events,79984,100,100
0-2.5,A5,R1,39198,49.007,49.007
0-2.5,A5,R1,39198,49.007,49.007
0-2.5,A5,All Events,79984,100,100
0-2.5,A5,mCherry-/GFP+,2233.5,2.792,5.698
0-2.5,A5,mCherry+/GFP+,184.5,0.231,0.471
0-2.5,A5,mCherry-/GFP-,281.5,0.352,0.718
0-2.5,A5,mCherry+/GFP-,36498.5,45.632,93.113
0-2.5,A5,All Events,79984,100,100
0-2.5,A5,R1,39198,49.007,49.007
0-2.5,A5,R2,20016.5,25.026,54.721
0-2.5,A5,R4,147,0.184,0.402
0-2.5,A5,All Events,79984,100,100
0-2.5,A5,mCh+,36579,45.733,45.733
0-2.5,A5,All Events,79984,100,100
0-2.5,A5,R2,20016.5,25.026,25.026
0-2.5,A5,All Events,79984,100,100
0-2.5,A5,R3,1975,2.469,2.469
0-2.5,A5,R3,1975,2.469,82.827
0-2.5,A5,All Events,79984,100,100
0-2.5,A5,GFP+,2384.5,2.981,2.981
0-2.5,A5,All Events,79984,100,100
0-2.5,A5,R4,147,0.184,0.184
0-2.5,A5,All Events,79984,100,100
0-2.5,A5,R1,39198,49.007,49.007
0-2.5,A5,LG1,36579,45.733,45.733
0-2.5,A6,GFP+,2285,2.992,6.418
0-2.5,A6,All Events,76377.5,100,100
0-2.5,A6,R1,35601.5,46.613,46.613
0-2.5,A6,mCh+,33041,43.26,92.808
0-2.5,A6,All Events,76377.5,100,100
0-2.5,A6,R1,35601.5,46.613,46.613
0-2.5,A6,R1,35601.5,46.613,46.613
0-2.5,A6,All Events,76377.5,100,100
0-2.5,A6,mCherry-/GFP+,2165.5,2.835,6.083
0-2.5,A6,mCherry+/GFP+,159.5,0.209,0.448
0-2.5,A6,mCherry-/GFP-,309.5,0.405,0.869
0-2.5,A6,mCherry+/GFP-,32967,43.163,92.6
0-2.5,A6,All Events,76377.5,100,100
0-2.5,A6,R1,35601.5,46.613,46.613
0-2.5,A6,R2,18066.5,23.654,54.679
0-2.5,A6,R4,134,0.175,0.406
0-2.5,A6,All Events,76377.5,100,100
0-2.5,A6,mCh+,33041,43.26,43.26
0-2.5,A6,All Events,76377.5,100,100
0-2.5,A6,R2,18066.5,23.654,23.654
0-2.5,A6,All Events,76377.5,100,100
0-2.5,A6,R3,1901,2.489,2.489
0-2.5,A6,R3,1901,2.489,83.195
0-2.5,A6,All Events,76377.5,100,100
0-2.5,A6,GFP+,2285,2.992,2.992
0-2.5,A6,All Events,76377.5,100,100
0-2.5,A6,R4,134,0.175,0.175
0-2.5,A6,All Events,76377.5,100,100
0-2.5,A6,R1,35601.5,46.613,46.613
0-2.5,A6,LG1,33041,43.26,43.26
0-2.5,A7,GFP+,2860,3.216,5.978
0-2.5,A7,All Events,88922.5,100,100
0-2.5,A7,R1,47842.5,53.802,53.802
0-2.5,A7,mCh+,44717,50.288,93.467
0-2.5,A7,All Events,88922.5,100,100
0-2.5,A7,R1,47842.5,53.802,53.802
0-2.5,A7,R1,47842.5,53.802,53.802
0-2.5,A7,All Events,88922.5,100,100
0-2.5,A7,mCherry-/GFP+,2648,2.978,5.535
0-2.5,A7,mCherry+/GFP+,261,0.294,0.546
0-2.5,A7,mCherry-/GFP-,361,0.406,0.755
0-2.5,A7,mCherry+/GFP-,44572.5,50.125,93.165
0-2.5,A7,All Events,88922.5,100,100
0-2.5,A7,R1,47842.5,53.802,53.802
0-2.5,A7,R2,24496.5,27.548,54.781
0-2.5,A7,R4,200.5,0.225,0.448
0-2.5,A7,All Events,88922.5,100,100
0-2.5,A7,mCh+,44717,50.288,50.288
0-2.5,A7,All Events,88922.5,100,100
0-2.5,A7,R2,24496.5,27.548,27.548
0-2.5,A7,All Events,88922.5,100,100
0-2.5,A7,R3,2333,2.624,2.624
0-2.5,A7,R3,2333,2.624,81.573
0-2.5,A7,All Events,88922.5,100,100
0-2.5,A7,GFP+,2860,3.216,3.216
0-2.5,A7,All Events,88922.5,100,100
0-2.5,A7,R4,200.5,0.225,0.225
0-2.5,A7,All Events,88922.5,100,100
0-2.5,A7,R1,47842.5,53.802,53.802
0-2.5,A7,LG1,44717,50.288,50.288
0-2.5,A8,GFP+,3,0.008,4.167
0-2.5,A8,All Events,38765.5,100,100
0-2.5,A8,R1,72,0.186,0.186
0-2.5,A8,mCh+,46,0.119,63.889
0-2.5,A8,All Events,38765.5,100,100
0-2.5,A8,R1,72,0.186,0.186
0-2.5,A8,R1,72,0.186,0.186
0-2.5,A8,All Events,38765.5,100,100
0-2.5,A8,mCherry-/GFP+,3,0.008,4.167
0-2.5,A8,mCherry+/GFP+,0.5,0.001,0.694
0-2.5,A8,mCherry-/GFP-,22.5,0.058,31.25
0-2.5,A8,mCherry+/GFP-,46,0.119,63.889
0-2.5,A8,All Events,38765.5,100,100
0-2.5,A8,R1,72,0.186,0.186
0-2.5,A8,R2,26,0.067,56.522
0-2.5,A8,R4,0,0,0
0-2.5,A8,All Events,38765.5,100,100
0-2.5,A8,mCh+,46,0.119,0.119
0-2.5,A8,All Events,38765.5,100,100
0-2.5,A8,R2,26,0.067,0.067
0-2.5,A8,All Events,38765.5,100,100
0-2.5,A8,R3,2.5,0.006,0.006
0-2.5,A8,R3,2.5,0.006,83.333
0-2.5,A8,All Events,38765.5,100,100
0-2.5,A8,GFP+,3,0.008,0.008
0-2.5,A8,All Events,38765.5,100,100
0-2.5,A8,R4,0,0,0
0-2.5,A8,All Events,38765.5,100,100
0-2.5,A8,R1,72,0.186,0.186
0-2.5,A8,LG1,46,0.119,0.119
0-2.5,A9,GFP+,3143,3.237,5.88
0-2.5,A9,All Events,97087.5,100,100
0-2.5,A9,R1,53450.5,55.054,55.054
0-2.5,A9,mCh+,49944.5,51.443,93.441
0-2.5,A9,All Events,97087.5,100,100
0-2.5,A9,R1,53450.5,55.054,55.054
0-2.5,A9,R1,53450.5,55.054,55.054
0-2.5,A9,All Events,97087.5,100,100
0-2.5,A9,mCherry-/GFP+,2907,2.994,5.439
0-2.5,A9,mCherry+/GFP+,303.5,0.313,0.568
0-2.5,A9,mCherry-/GFP-,449.5,0.463,0.841
0-2.5,A9,mCherry+/GFP-,49790.5,51.284,93.153
0-2.5,A9,All Events,97087.5,100,100
0-2.5,A9,R1,53450.5,55.054,55.054
0-2.5,A9,R2,26496.5,27.291,53.052
0-2.5,A9,R4,239.5,0.247,0.48
0-2.5,A9,All Events,97087.5,100,100
0-2.5,A9,mCh+,49944.5,51.443,51.443
0-2.5,A9,All Events,97087.5,100,100
0-2.5,A9,R2,26496.5,27.291,27.291
0-2.5,A9,All Events,97087.5,100,100
0-2.5,A9,R3,2563.5,2.64,2.64
0-2.5,A9,R3,2563.5,2.64,81.562
0-2.5,A9,All Events,97087.5,100,100
0-2.5,A9,GFP+,3143,3.237,3.237
0-2.5,A9,All Events,97087.5,100,100
0-2.5,A9,R4,239.5,0.247,0.247
0-2.5,A9,All Events,97087.5,100,100
0-2.5,A9,R1,53450.5,55.054,55.054
0-2.5,A9,LG1,49944.5,51.443,51.443
0-2.5,A10,GFP+,2847.5,3.139,6.103
0-2.5,A10,All Events,90705.5,100,100
0-2.5,A10,R1,46659.5,51.441,51.441
0-2.5,A10,mCh+,43432.5,47.883,93.084
0-2.5,A10,All Events,90705.5,100,100
0-2.5,A10,R1,46659.5,51.441,51.441
0-2.5,A10,R1,46659.5,51.441,51.441
0-2.5,A10,All Events,90705.5,100,100
0-2.5,A10,mCherry-/GFP+,2659.5,2.932,5.7
0-2.5,A10,mCherry+/GFP+,233,0.257,0.499
0-2.5,A10,mCherry-/GFP-,432.5,0.477,0.927
0-2.5,A10,mCherry+/GFP-,43334.5,47.775,92.874
0-2.5,A10,All Events,90705.5,100,100
0-2.5,A10,R1,46659.5,51.441,51.441
0-2.5,A10,R2,23075,25.439,53.128
0-2.5,A10,R4,185.5,0.205,0.427
0-2.5,A10,All Events,90705.5,100,100
0-2.5,A10,mCh+,43432.5,47.883,47.883
0-2.5,A10,All Events,90705.5,100,100
0-2.5,A10,R2,23075,25.439,25.439
0-2.5,A10,All Events,90705.5,100,100
0-2.5,A10,R3,2370.5,2.613,2.613
0-2.5,A10,R3,2370.5,2.613,83.248
0-2.5,A10,All Events,90705.5,100,100
0-2.5,A10,GFP+,2847.5,3.139,3.139
0-2.5,A10,All Events,90705.5,100,100
0-2.5,A10,R4,185.5,0.205,0.205
0-2.5,A10,All Events,90705.5,100,100
0-2.5,A10,R1,46659.5,51.441,51.441
0-2.5,A10,LG1,43432.5,47.883,47.883
0-2.5,A11,GFP+,2766,2.952,5.563
0-2.5,A11,All Events,93687.5,100,100
0-2.5,A11,R1,49718,53.068,53.068
0-2.5,A11,mCh+,46468,49.599,93.463
0-2.5,A11,All Events,93687.5,100,100
0-2.5,A11,R1,49718,53.068,53.068
0-2.5,A11,R1,49718,53.068,53.068
0-2.5,A11,All Events,93687.5,100,100
0-2.5,A11,mCherry-/GFP+,2584,2.758,5.197
0-2.5,A11,mCherry+/GFP+,239,0.255,0.481
0-2.5,A11,mCherry-/GFP-,520,0.555,1.046
0-2.5,A11,mCherry+/GFP-,46375,49.5,93.276
0-2.5,A11,All Events,93687.5,100,100
0-2.5,A11,R1,49718,53.068,53.068
0-2.5,A11,R2,24729.5,26.396,53.218
0-2.5,A11,R4,183.5,0.196,0.395
0-2.5,A11,All Events,93687.5,100,100
0-2.5,A11,mCh+,46468,49.599,49.599
0-2.5,A11,All Events,93687.5,100,100
0-2.5,A11,R2,24729.5,26.396,26.396
0-2.5,A11,All Events,93687.5,100,100
0-2.5,A11,R3,2287,2.441,2.441
0-2.5,A11,R3,2287,2.441,82.683
0-2.5,A11,All Events,93687.5,100,100
0-2.5,A11,GFP+,2766,2.952,2.952
0-2.5,A11,All Events,93687.5,100,100
0-2.5,A11,R4,183.5,0.196,0.196
0-2.5,A11,All Events,93687.5,100,100
0-2.5,A11,R1,49718,53.068,53.068
0-2.5,A11,LG1,46468,49.599,49.599
0-2.5,A12,GFP+,10,0.023,2.571
0-2.5,A12,All Events,43039.5,100,100
0-2.5,A12,R1,389,0.904,0.904
0-2.5,A12,mCh+,90,0.209,23.136
0-2.5,A12,All Events,43039.5,100,100
0-2.5,A12,R1,389,0.904,0.904
0-2.5,A12,R1,389,0.904,0.904
0-2.5,A12,All Events,43039.5,100,100
0-2.5,A12,mCherry-/GFP+,10,0.023,2.571
0-2.5,A12,mCherry+/GFP+,0,0,0
0-2.5,A12,mCherry-/GFP-,288.5,0.67,74.165
0-2.5,A12,mCherry+/GFP-,90.5,0.21,23.265
0-2.5,A12,All Events,43039.5,100,100
0-2.5,A12,R1,389,0.904,0.904
0-2.5,A12,R2,49,0.114,54.444
0-2.5,A12,R4,0,0,0
0-2.5,A12,All Events,43039.5,100,100
0-2.5,A12,mCh+,90,0.209,0.209
0-2.5,A12,All Events,43039.5,100,100
0-2.5,A12,R2,49,0.114,0.114
0-2.5,A12,All Events,43039.5,100,100
0-2.5,A12,R3,9,0.021,0.021
0-2.5,A12,R3,9,0.021,90
0-2.5,A12,All Events,43039.5,100,100
0-2.5,A12,GFP+,10,0.023,0.023
0-2.5,A12,All Events,43039.5,100,100
0-2.5,A12,R4,0,0,0
0-2.5,A12,All Events,43039.5,100,100
0-2.5,A12,R1,389,0.904,0.904
0-2.5,A12,LG1,90,0.209,0.209
0-2.5,B1,GFP+,6089.5,7.196,15.878
0-2.5,B1,All Events,84619,100,100
0-2.5,B1,R1,38352,45.323,45.323
0-2.5,B1,mCh+,31694,37.455,82.64
0-2.5,B1,All Events,84619,100,100
0-2.5,B1,R1,38352,45.323,45.323
0-2.5,B1,R1,38352,45.323,45.323
0-2.5,B1,All Events,84619,100,100
0-2.5,B1,mCherry-/GFP+,5733,6.775,14.948
0-2.5,B1,mCherry+/GFP+,439,0.519,1.145
0-2.5,B1,mCherry-/GFP-,831,0.982,2.167
0-2.5,B1,mCherry+/GFP-,31349,37.047,81.74
0-2.5,B1,All Events,84619,100,100
0-2.5,B1,R1,38352,45.323,45.323
0-2.5,B1,R2,17006.5,20.098,53.658
0-2.5,B1,R4,349.5,0.413,1.103
0-2.5,B1,All Events,84619,100,100
0-2.5,B1,mCh+,31694,37.455,37.455
0-2.5,B1,All Events,84619,100,100
0-2.5,B1,R2,17006.5,20.098,20.098
0-2.5,B1,All Events,84619,100,100
0-2.5,B1,R3,4953,5.853,5.853
0-2.5,B1,R3,4953,5.853,81.337
0-2.5,B1,All Events,84619,100,100
0-2.5,B1,GFP+,6089.5,7.196,7.196
0-2.5,B1,All Events,84619,100,100
0-2.5,B1,R4,349.5,0.413,0.413
0-2.5,B1,All Events,84619,100,100
0-2.5,B1,R1,38352,45.323,45.323
0-2.5,B1,LG1,31694,37.455,37.455
0-2.5,B2,GFP+,6616.5,7.597,15.854
0-2.5,B2,All Events,87095,100,100
0-2.5,B2,R1,41735,47.919,47.919
0-2.5,B2,mCh+,34633,39.765,82.983
0-2.5,B2,All Events,87095,100,100
0-2.5,B2,R1,41735,47.919,47.919
0-2.5,B2,R1,41735,47.919,47.919
0-2.5,B2,All Events,87095,100,100
0-2.5,B2,mCherry-/GFP+,6182,7.098,14.813
0-2.5,B2,mCherry+/GFP+,535.5,0.615,1.283
0-2.5,B2,mCherry-/GFP-,789,0.906,1.89
0-2.5,B2,mCherry+/GFP-,34228.5,39.3,82.014
0-2.5,B2,All Events,87095,100,100
0-2.5,B2,R1,41735,47.919,47.919
0-2.5,B2,R2,18476.5,21.214,53.349
0-2.5,B2,R4,416.5,0.478,1.203
0-2.5,B2,All Events,87095,100,100
0-2.5,B2,mCh+,34633,39.765,39.765
0-2.5,B2,All Events,87095,100,100
0-2.5,B2,R2,18476.5,21.214,21.214
0-2.5,B2,All Events,87095,100,100
0-2.5,B2,R3,5354,6.147,6.147
0-2.5,B2,R3,5354,6.147,80.919
0-2.5,B2,All Events,87095,100,100
0-2.5,B2,GFP+,6616.5,7.597,7.597
0-2.5,B2,All Events,87095,100,100
0-2.5,B2,R4,416.5,0.478,0.478
0-2.5,B2,All Events,87095,100,100
0-2.5,B2,R1,41735,47.919,47.919
0-2.5,B2,LG1,34633,39.765,39.765
0-2.5,B3,GFP+,6927,7.578,16.105
0-2.5,B3,All Events,91409,100,100
0-2.5,B3,R1,43012.5,47.055,47.055
0-2.5,B3,mCh+,35513,38.851,82.564
0-2.5,B3,All Events,91409,100,100
0-2.5,B3,R1,43012.5,47.055,47.055
0-2.5,B3,R1,43012.5,47.055,47.055
0-2.5,B3,All Events,91409,100,100
0-2.5,B3,mCherry-/GFP+,6491.5,7.102,15.092
0-2.5,B3,mCherry+/GFP+,539,0.59,1.253
0-2.5,B3,mCherry-/GFP-,899.5,0.984,2.091
0-2.5,B3,mCherry+/GFP-,35082.5,38.38,81.563
0-2.5,B3,All Events,91409,100,100
0-2.5,B3,R1,43012.5,47.055,47.055
0-2.5,B3,R2,18778.5,20.543,52.878
0-2.5,B3,R4,422.5,0.462,1.19
0-2.5,B3,All Events,91409,100,100
0-2.5,B3,mCh+,35513,38.851,38.851
0-2.5,B3,All Events,91409,100,100
0-2.5,B3,R2,18778.5,20.543,20.543
0-2.5,B3,All Events,91409,100,100
0-2.5,B3,R3,5559,6.081,6.081
0-2.5,B3,R3,5559,6.081,80.251
0-2.5,B3,All Events,91409,100,100
0-2.5,B3,GFP+,6927,7.578,7.578
0-2.5,B3,All Events,91409,100,100
0-2.5,B3,R4,422.5,0.462,0.462
0-2.5,B3,All Events,91409,100,100
0-2.5,B3,R1,43012.5,47.055,47.055
0-2.5,B3,LG1,35513,38.851,38.851
0-2.5,B4,GFP+,7,0.015,1.288
0-2.5,B4,All Events,47396,100,100
0-2.5,B4,R1,543.5,1.147,1.147
0-2.5,B4,mCh+,49,0.103,9.016
0-2.5,B4,All Events,47396,100,100
0-2.5,B4,R1,543.5,1.147,1.147
0-2.5,B4,R1,543.5,1.147,1.147
0-2.5,B4,All Events,47396,100,100
0-2.5,B4,mCherry-/GFP+,7,0.015,1.288
0-2.5,B4,mCherry+/GFP+,0.5,0.001,0.092
0-2.5,B4,mCherry-/GFP-,486.5,1.026,89.512
0-2.5,B4,mCherry+/GFP-,49.5,0.104,9.108
0-2.5,B4,All Events,47396,100,100
0-2.5,B4,R1,543.5,1.147,1.147
0-2.5,B4,R2,29,0.061,59.184
0-2.5,B4,R4,0,0,0
0-2.5,B4,All Events,47396,100,100
0-2.5,B4,mCh+,49,0.103,0.103
0-2.5,B4,All Events,47396,100,100
0-2.5,B4,R2,29,0.061,0.061
0-2.5,B4,All Events,47396,100,100
0-2.5,B4,R3,6.5,0.014,0.014
0-2.5,B4,R3,6.5,0.014,92.857
0-2.5,B4,All Events,47396,100,100
0-2.5,B4,GFP+,7,0.015,0.015
0-2.5,B4,All Events,47396,100,100
0-2.5,B4,R4,0,0,0
0-2.5,B4,All Events,47396,100,100
0-2.5,B4,R1,543.5,1.147,1.147
0-2.5,B4,LG1,49,0.103,0.103
0-2.5,B5,GFP+,7572.5,7.768,15.708
0-2.5,B5,All Events,97478,100,100
0-2.5,B5,R1,48206.5,49.454,49.454
0-2.5,B5,mCh+,40012.5,41.048,83.002
0-2.5,B5,All Events,97478,100,100
0-2.5,B5,R1,48206.5,49.454,49.454
0-2.5,B5,R1,48206.5,49.454,49.454
0-2.5,B5,All Events,97478,100,100
0-2.5,B5,mCherry-/GFP+,7118.5,7.303,14.767
0-2.5,B5,mCherry+/GFP+,568.5,0.583,1.179
0-2.5,B5,mCherry-/GFP-,942.5,0.967,1.955
0-2.5,B5,mCherry+/GFP-,39577,40.601,82.099
0-2.5,B5,All Events,97478,100,100
0-2.5,B5,R1,48206.5,49.454,49.454
0-2.5,B5,R2,20380.5,20.908,50.935
0-2.5,B5,R4,450.5,0.462,1.126
0-2.5,B5,All Events,97478,100,100
0-2.5,B5,mCh+,40012.5,41.048,41.048
0-2.5,B5,All Events,97478,100,100
0-2.5,B5,R2,20380.5,20.908,20.908
0-2.5,B5,All Events,97478,100,100
0-2.5,B5,R3,6225,6.386,6.386
0-2.5,B5,R3,6225,6.386,82.205
0-2.5,B5,All Events,97478,100,100
0-2.5,B5,GFP+,7572.5,7.768,7.768
0-2.5,B5,All Events,97478,100,100
0-2.5,B5,R4,450.5,0.462,0.462
0-2.5,B5,All Events,97478,100,100
0-2.5,B5,R1,48206.5,49.454,49.454
0-2.5,B5,LG1,40012.5,41.048,41.048
0-2.5,B6,GFP+,6427.5,7.03,15.44
0-2.5,B6,All Events,91432.5,100,100
0-2.5,B6,R1,41628,45.529,45.529
0-2.5,B6,mCh+,34598.5,37.84,83.114
0-2.5,B6,All Events,91432.5,100,100
0-2.5,B6,R1,41628,45.529,45.529
0-2.5,B6,R1,41628,45.529,45.529
0-2.5,B6,All Events,91432.5,100,100
0-2.5,B6,mCherry-/GFP+,6050.5,6.617,14.535
0-2.5,B6,mCherry+/GFP+,480,0.525,1.153
0-2.5,B6,mCherry-/GFP-,872.5,0.954,2.096
0-2.5,B6,mCherry+/GFP-,34225,37.432,82.216
0-2.5,B6,All Events,91432.5,100,100
0-2.5,B6,R1,41628,45.529,45.529
0-2.5,B6,R2,17972,19.656,51.944
0-2.5,B6,R4,382,0.418,1.104
0-2.5,B6,All Events,91432.5,100,100
0-2.5,B6,mCh+,34598.5,37.84,37.84
0-2.5,B6,All Events,91432.5,100,100
0-2.5,B6,R2,17972,19.656,19.656
0-2.5,B6,All Events,91432.5,100,100
0-2.5,B6,R3,5300.5,5.797,5.797
0-2.5,B6,R3,5300.5,5.797,82.466
0-2.5,B6,All Events,91432.5,100,100
0-2.5,B6,GFP+,6427.5,7.03,7.03
0-2.5,B6,All Events,91432.5,100,100
0-2.5,B6,R4,382,0.418,0.418
0-2.5,B6,All Events,91432.5,100,100
0-2.5,B6,R1,41628,45.529,45.529
0-2.5,B6,LG1,34598.5,37.84,37.84
0-2.5,B7,GFP+,8676,8.312,15.602
0-2.5,B7,All Events,104376,100,100
0-2.5,B7,R1,55606.5,53.275,53.275
0-2.5,B7,mCh+,46507.5,44.558,83.637
0-2.5,B7,All Events,104376,100,100
0-2.5,B7,R1,55606.5,53.275,53.275
0-2.5,B7,R1,55606.5,53.275,53.275
0-2.5,B7,All Events,104376,100,100
0-2.5,B7,mCherry-/GFP+,8043,7.706,14.464
0-2.5,B7,mCherry+/GFP+,760,0.728,1.367
0-2.5,B7,mCherry-/GFP-,895,0.857,1.61
0-2.5,B7,mCherry+/GFP-,45908.5,43.984,82.56
0-2.5,B7,All Events,104376,100,100
0-2.5,B7,R1,55606.5,53.275,53.275
0-2.5,B7,R2,23514,22.528,50.56
0-2.5,B7,R4,600,0.575,1.29
0-2.5,B7,All Events,104376,100,100
0-2.5,B7,mCh+,46507.5,44.558,44.558
0-2.5,B7,All Events,104376,100,100
0-2.5,B7,R2,23514,22.528,22.528
0-2.5,B7,All Events,104376,100,100
0-2.5,B7,R3,7047,6.752,6.752
0-2.5,B7,R3,7047,6.752,81.224
0-2.5,B7,All Events,104376,100,100
0-2.5,B7,GFP+,8676,8.312,8.312
0-2.5,B7,All Events,104376,100,100
0-2.5,B7,R4,600,0.575,0.575
0-2.5,B7,All Events,104376,100,100
0-2.5,B7,R1,55606.5,53.275,53.275
0-2.5,B7,LG1,46507.5,44.558,44.558
0-2.5,B8,GFP+,9.5,0.02,1.857
0-2.5,B8,All Events,48127,100,100
0-2.5,B8,R1,511.5,1.063,1.063
0-2.5,B8,mCh+,57.5,0.119,11.241
0-2.5,B8,All Events,48127,100,100
0-2.5,B8,R1,511.5,1.063,1.063
0-2.5,B8,R1,511.5,1.063,1.063
0-2.5,B8,All Events,48127,100,100
0-2.5,B8,mCherry-/GFP+,9.5,0.02,1.857
0-2.5,B8,mCherry+/GFP+,0.5,0.001,0.098
