Plate,Sample,Gate,Count,%Total,%Gated
3-5.5,B8,All Events,19269,100.000,100.000
3-5.5,B8,R1,114,0.592,0.592
3-5.5,B8,mCh+,49,0.254,42.982
3-5.5,B8,All Events,19269,100.000,100.000
3-5.5,B8,R1,114,0.592,0.592
3-5.5,B8,R1,114,0.592,0.592
3-5.5,B8,All Events,19269,100.000,100.000
3-5.5,B8,mCherry-/GFP+,12,0.062,10.526
3-5.5,B8,mCherry+/GFP+,1,0.005,0.877
3-5.5,B8,mCherry-/GFP-,53,0.275,46.491
3-5.5,B8,mCherry+/GFP-,48,0.249,42.105
3-5.5,B8,All Events,19269,100.000,100.000
3-5.5,B8,R1,114,0.592,0.592
3-5.5,B8,R2,30,0.156,61.224
3-5.5,B8,R4,0,0.000,0.000
3-5.5,B8,All Events,19269,100.000,100.000
3-5.5,B8,mCh+,49,0.254,0.254
3-5.5,B8,All Events,19269,100.000,100.000
3-5.5,B8,R2,30,0.156,0.156
3-5.5,B8,All Events,19269,100.000,100.000
3-5.5,B8,R3,11,0.057,0.057
3-5.5,B8,R3,11,0.057,91.667
3-5.5,B8,All Events,19269,100.000,100.000
3-5.5,B8,GFP+,12,0.062,0.062
3-5.5,B8,All Events,19269,100.000,100.000
3-5.5,B8,R4,0,0.000,0.000
3-5.5,B8,All Events,19269,100.000,100.000
3-5.5,B8,R1,114,0.592,0.592
3-5.5,B8,LG1,49,0.254,0.254
3-5.5,B9,GFP+,8443,19.267,36.438
3-5.5,B9,All Events,43820,100.000,100.000
3-5.5,B9,R1,23171,52.878,52.878
3-5.5,B9,mCh+,14054,32.072,60.653
3-5.5,B9,All Events,43820,100.000,100.000
3-5.5,B9,R1,23171,52.878,52.878
3-5.5,B9,R1,23171,52.878,52.878
3-5.5,B9,All Events,43820,100.000,100.000
3-5.5,B9,mCherry-/GFP+,8333,19.016,35.963
3-5.5,B9,mCherry+/GFP+,336,0.767,1.450
3-5.5,B9,mCherry-/GFP-,754,1.721,3.254
3-5.5,B9,mCherry+/GFP-,13748,31.374,59.333
3-5.5,B9,All Events,43820,100.000,100.000
3-5.5,B9,R1,23171,52.878,52.878
3-5.5,B9,R2,7755,17.697,55.180
3-5.5,B9,R4,271,0.618,1.928
3-5.5,B9,All Events,43820,100.000,100.000
3-5.5,B9,mCh+,14054,32.072,32.072
3-5.5,B9,All Events,43820,100.000,100.000
3-5.5,B9,R2,7755,17.697,17.697
3-5.5,B9,All Events,43820,100.000,100.000
3-5.5,B9,R3,7373,16.826,16.826
3-5.5,B9,R3,7373,16.826,87.327
3-5.5,B9,All Events,43820,100.000,100.000
3-5.5,B9,GFP+,8443,19.267,19.267
3-5.5,B9,All Events,43820,100.000,100.000
3-5.5,B9,R4,271,0.618,0.618
3-5.5,B9,All Events,43820,100.000,100.000
3-5.5,B9,R1,23171,52.878,52.878
3-5.5,B9,LG1,14054,32.072,32.072
3-5.5,B10,GFP+,12922,22.914,35.078
3-5.5,B10,All Events,56394,100.000,100.000
3-5.5,B10,R1,36838,65.323,65.323
3-5.5,B10,mCh+,23177,41.098,62.916
3-5.5,B10,All Events,56394,100.000,100.000
3-5.5,B10,R1,36838,65.323,65.323
3-5.5,B10,R1,36838,65.323,65.323
3-5.5,B10,All Events,56394,100.000,100.000
3-5.5,B10,mCherry-/GFP+,12629,22.394,34.283
3-5.5,B10,mCherry+/GFP+,597,1.059,1.621
3-5.5,B10,mCherry-/GFP-,976,1.731,2.649
3-5.5,B10,mCherry+/GFP-,22636,40.139,61.447
3-5.5,B10,All Events,56394,100.000,100.000
3-5.5,B10,R1,36838,65.323,65.323
3-5.5,B10,R2,12113,21.479,52.263
3-5.5,B10,R4,476,0.844,2.054
3-5.5,B10,All Events,56394,100.000,100.000
3-5.5,B10,mCh+,23177,41.098,41.098
3-5.5,B10,All Events,56394,100.000,100.000
3-5.5,B10,R2,12113,21.479,21.479
3-5.5,B10,All Events,56394,100.000,100.000
3-5.5,B10,R3,11236,19.924,19.924
3-5.5,B10,R3,11236,19.924,86.952
3-5.5,B10,All Events,56394,100.000,100.000
3-5.5,B10,GFP+,12922,22.914,22.914
3-5.5,B10,All Events,56394,100.000,100.000
3-5.5,B10,R4,476,0.844,0.844
3-5.5,B10,All Events,56394,100.000,100.000
3-5.5,B10,R1,36838,65.323,65.323
3-5.5,B10,LG1,23177,41.098,41.098
3-5.5,B11,GFP+,6970,17.554,36.509
3-5.5,B11,All Events,39706,100.000,100.000
3-5.5,B11,R1,19091,48.081,48.081
3-5.5,B11,mCh+,11516,29.003,60.322
3-5.5,B11,All Events,39706,100.000,100.000
3-5.5,B11,R1,19091,48.081,48.081
3-5.5,B11,R1,19091,48.081,48.081
3-5.5,B11,All Events,39706,100.000,100.000
3-5.5,B11,mCherry-/GFP+,6891,17.355,36.096
3-5.5,B11,mCherry+/GFP+,238,0.599,1.247
3-5.5,B11,mCherry-/GFP-,656,1.652,3.436
3-5.5,B11,mCherry+/GFP-,11306,28.474,59.222
3-5.5,B11,All Events,39706,100.000,100.000
3-5.5,B11,R1,19091,48.081,48.081
3-5.5,B11,R2,6404,16.129,55.610
3-5.5,B11,R4,187,0.471,1.624
3-5.5,B11,All Events,39706,100.000,100.000
3-5.5,B11,mCh+,11516,29.003,29.003
3-5.5,B11,All Events,39706,100.000,100.000
3-5.5,B11,R2,6404,16.129,16.129
3-5.5,B11,All Events,39706,100.000,100.000
3-5.5,B11,R3,6081,15.315,15.315
3-5.5,B11,R3,6081,15.315,87.245
3-5.5,B11,All Events,39706,100.000,100.000
3-5.5,B11,GFP+,6970,17.554,17.554
3-5.5,B11,All Events,39706,100.000,100.000
3-5.5,B11,R4,187,0.471,0.471
3-5.5,B11,All Events,39706,100.000,100.000
3-5.5,B11,R1,19091,48.081,48.081
3-5.5,B11,LG1,11516,29.003,29.003
3-5.5,B12,GFP+,18,0.097,19.149
3-5.5,B12,All Events,18518,100.000,100.000
3-5.5,B12,R1,94,0.508,0.508
3-5.5,B12,mCh+,36,0.194,38.298
3-5.5,B12,All Events,18518,100.000,100.000
3-5.5,B12,R1,94,0.508,0.508
3-5.5,B12,R1,94,0.508,0.508
3-5.5,B12,All Events,18518,100.000,100.000
3-5.5,B12,mCherry-/GFP+,18,0.097,19.149
3-5.5,B12,mCherry+/GFP+,1,0.005,1.064
3-5.5,B12,mCherry-/GFP-,40,0.216,42.553
3-5.5,B12,mCherry+/GFP-,35,0.189,37.234
3-5.5,B12,All Events,18518,100.000,100.000
3-5.5,B12,R1,94,0.508,0.508
3-5.5,B12,R2,23,0.124,63.889
3-5.5,B12,R4,0,0.000,0.000
3-5.5,B12,All Events,18518,100.000,100.000
3-5.5,B12,mCh+,36,0.194,0.194
3-5.5,B12,All Events,18518,100.000,100.000
3-5.5,B12,R2,23,0.124,0.124
3-5.5,B12,All Events,18518,100.000,100.000
3-5.5,B12,R3,17,0.092,0.092
3-5.5,B12,R3,17,0.092,94.444
3-5.5,B12,All Events,18518,100.000,100.000
3-5.5,B12,GFP+,18,0.097,0.097
3-5.5,B12,All Events,18518,100.000,100.000
3-5.5,B12,R4,0,0.000,0.000
3-5.5,B12,All Events,18518,100.000,100.000
3-5.5,B12,R1,94,0.508,0.508
3-5.5,B12,LG1,36,0.194,0.194
3-5.5,C1,GFP+,9749,22.869,45.742
3-5.5,C1,All Events,42630,100.000,100.000
3-5.5,C1,R1,21313,49.995,49.995
3-5.5,C1,mCh+,10894,25.555,51.114
3-5.5,C1,All Events,42630,100.000,100.000
3-5.5,C1,R1,21313,49.995,49.995
3-5.5,C1,R1,21313,49.995,49.995
3-5.5,C1,All Events,42630,100.000,100.000
3-5.5,C1,mCherry-/GFP+,9652,22.641,45.287
3-5.5,C1,mCherry+/GFP+,319,0.748,1.497
3-5.5,C1,mCherry-/GFP-,724,1.698,3.397
3-5.5,C1,mCherry+/GFP-,10618,24.907,49.819
3-5.5,C1,All Events,42630,100.000,100.000
3-5.5,C1,R1,21313,49.995,49.995
3-5.5,C1,R2,5413,12.698,49.688
3-5.5,C1,R4,254,0.596,2.332
3-5.5,C1,All Events,42630,100.000,100.000
3-5.5,C1,mCh+,10894,25.555,25.555
3-5.5,C1,All Events,42630,100.000,100.000
3-5.5,C1,R2,5413,12.698,12.698
3-5.5,C1,All Events,42630,100.000,100.000
3-5.5,C1,R3,8553,20.063,20.063
3-5.5,C1,R3,8553,20.063,87.732
3-5.5,C1,All Events,42630,100.000,100.000
3-5.5,C1,GFP+,9749,22.869,22.869
3-5.5,C1,All Events,42630,100.000,100.000
3-5.5,C1,R4,254,0.596,0.596
3-5.5,C1,All Events,42630,100.000,100.000
3-5.5,C1,R1,21313,49.995,49.995
3-5.5,C1,LG1,10894,25.555,25.555
3-5.5,C2,GFP+,14933,26.819,41.990
3-5.5,C2,All Events,55680,100.000,100.000
3-5.5,C2,R1,35563,63.870,63.870
3-5.5,C2,mCh+,19617,35.232,55.161
3-5.5,C2,All Events,55680,100.000,100.000
3-5.5,C2,R1,35563,63.870,63.870
3-5.5,C2,R1,35563,63.870,63.870
3-5.5,C2,All Events,55680,100.000,100.000
3-5.5,C2,mCherry-/GFP+,14704,26.408,41.346
3-5.5,C2,mCherry+/GFP+,582,1.045,1.637
3-5.5,C2,mCherry-/GFP-,1182,2.123,3.324
3-5.5,C2,mCherry+/GFP-,19095,34.294,53.693
3-5.5,C2,All Events,55680,100.000,100.000
3-5.5,C2,R1,35563,63.870,63.870
3-5.5,C2,R2,9402,16.886,47.928
3-5.5,C2,R4,472,0.848,2.406
3-5.5,C2,All Events,55680,100.000,100.000
3-5.5,C2,mCh+,19617,35.232,35.232
3-5.5,C2,All Events,55680,100.000,100.000
3-5.5,C2,R2,9402,16.886,16.886
3-5.5,C2,All Events,55680,100.000,100.000
3-5.5,C2,R3,13246,23.790,23.790
3-5.5,C2,R3,13246,23.790,88.703
3-5.5,C2,All Events,55680,100.000,100.000
3-5.5,C2,GFP+,14933,26.819,26.819
3-5.5,C2,All Events,55680,100.000,100.000
3-5.5,C2,R4,472,0.848,0.848
3-5.5,C2,All Events,55680,100.000,100.000
3-5.5,C2,R1,35563,63.870,63.870
3-5.5,C2,LG1,19617,35.232,35.232
3-5.5,C3,GFP+,12044,24.984,46.488
3-5.5,C3,All Events,48207,100.000,100.000
3-5.5,C3,R1,25908,53.743,53.743
3-5.5,C3,mCh+,13063,27.098,50.421
3-5.5,C3,All Events,48207,100.000,100.000
3-5.5,C3,R1,25908,53.743,53.743
3-5.5,C3,R1,25908,53.743,53.743
3-5.5,C3,All Events,48207,100.000,100.000
3-5.5,C3,mCherry-/GFP+,11860,24.602,45.777
3-5.5,C3,mCherry+/GFP+,449,0.931,1.733
3-5.5,C3,mCherry-/GFP-,935,1.940,3.609
3-5.5,C3,mCherry+/GFP-,12664,26.270,48.881
3-5.5,C3,All Events,48207,100.000,100.000
3-5.5,C3,R1,25908,53.743,53.743
3-5.5,C3,R2,6088,12.629,46.605
3-5.5,C3,R4,360,0.747,2.756
3-5.5,C3,All Events,48207,100.000,100.000
3-5.5,C3,mCh+,13063,27.098,27.098
3-5.5,C3,All Events,48207,100.000,100.000
3-5.5,C3,R2,6088,12.629,12.629
3-5.5,C3,All Events,48207,100.000,100.000
3-5.5,C3,R3,10621,22.032,22.032
3-5.5,C3,R3,10621,22.032,88.185
3-5.5,C3,All Events,48207,100.000,100.000
3-5.5,C3,GFP+,12044,24.984,24.984
3-5.5,C3,All Events,48207,100.000,100.000
3-5.5,C3,R4,360,0.747,0.747
3-5.5,C3,All Events,48207,100.000,100.000
3-5.5,C3,R1,25908,53.743,53.743
3-5.5,C3,LG1,13063,27.098,27.098
3-5.5,C4,GFP+,33,0.170,21.711
3-5.5,C4,All Events,19399,100.000,100.000
3-5.5,C4,R1,152,0.784,0.784
3-5.5,C4,mCh+,60,0.309,39.474
3-5.5,C4,All Events,19399,100.000,100.000
3-5.5,C4,R1,152,0.784,0.784
3-5.5,C4,R1,152,0.784,0.784
3-5.5,C4,All Events,19399,100.000,100.000
3-5.5,C4,mCherry-/GFP+,33,0.170,21.711
3-5.5,C4,mCherry+/GFP+,1,0.005,0.658
3-5.5,C4,mCherry-/GFP-,58,0.299,38.158
3-5.5,C4,mCherry+/GFP-,60,0.309,39.474
3-5.5,C4,All Events,19399,100.000,100.000
3-5.5,C4,R1,152,0.784,0.784
3-5.5,C4,R2,38,0.196,63.333
3-5.5,C4,R4,0,0.000,0.000
3-5.5,C4,All Events,19399,100.000,100.000
3-5.5,C4,mCh+,60,0.309,0.309
3-5.5,C4,All Events,19399,100.000,100.000
3-5.5,C4,R2,38,0.196,0.196
3-5.5,C4,All Events,19399,100.000,100.000
3-5.5,C4,R3,32,0.165,0.165
3-5.5,C4,R3,32,0.165,96.970
3-5.5,C4,All Events,19399,100.000,100.000
3-5.5,C4,GFP+,33,0.170,0.170
3-5.5,C4,All Events,19399,100.000,100.000
3-5.5,C4,R4,0,0.000,0.000
3-5.5,C4,All Events,19399,100.000,100.000
3-5.5,C4,R1,152,0.784,0.784
3-5.5,C4,LG1,60,0.309,0.309
3-5.5,C5,GFP+,14727,31.403,53.380
3-5.5,C5,All Events,46897,100.000,100.000
3-5.5,C5,R1,27589,58.829,58.829
3-5.5,C5,mCh+,11919,25.415,43.202
3-5.5,C5,All Events,46897,100.000,100.000
3-5.5,C5,R1,27589,58.829,58.829
3-5.5,C5,R1,27589,58.829,58.829
3-5.5,C5,All Events,46897,100.000,100.000
3-5.5,C5,mCherry-/GFP+,14621,31.177,52.996
3-5.5,C5,mCherry+/GFP+,394,0.840,1.428
3-5.5,C5,mCherry-/GFP-,1008,2.149,3.654
3-5.5,C5,mCherry+/GFP-,11566,24.663,41.923
3-5.5,C5,All Events,46897,100.000,100.000
3-5.5,C5,R1,27589,58.829,58.829
3-5.5,C5,R2,5988,12.768,50.239
3-5.5,C5,R4,327,0.697,2.744
3-5.5,C5,All Events,46897,100.000,100.000
3-5.5,C5,mCh+,11919,25.415,25.415
3-5.5,C5,All Events,46897,100.000,100.000
3-5.5,C5,R2,5988,12.768,12.768
3-5.5,C5,All Events,46897,100.000,100.000
3-5.5,C5,R3,12957,27.629,27.629
3-5.5,C5,R3,12957,27.629,87.981
3-5.5,C5,All Events,46897,100.000,100.000
3-5.5,C5,GFP+,14727,31.403,31.403
3-5.5,C5,All Events,46897,100.000,100.000
3-5.5,C5,R4,327,0.697,0.697
3-5.5,C5,All Events,46897,100.000,100.000
3-5.5,C5,R1,27589,58.829,58.829
3-5.5,C5,LG1,11919,25.415,25.415
3-5.5,C6,GFP+,16643,31.944,52.401
3-5.5,C6,All Events,52101,100.000,100.000
3-5.5,C6,R1,31761,60.960,60.960
3-5.5,C6,mCh+,14038,26.944,44.199
3-5.5,C6,All Events,52101,100.000,100.000
3-5.5,C6,R1,31761,60.960,60.960
3-5.5,C6,R1,31761,60.960,60.960
3-5.5,C6,All Events,52101,100.000,100.000
3-5.5,C6,mCherry-/GFP+,16479,31.629,51.884
3-5.5,C6,mCherry+/GFP+,551,1.058,1.735
3-5.5,C6,mCherry-/GFP-,1194,2.292,3.759
3-5.5,C6,mCherry+/GFP-,13537,25.982,42.621
3-5.5,C6,All Events,52101,100.000,100.000
3-5.5,C6,R1,31761,60.960,60.960
3-5.5,C6,R2,6620,12.706,47.158
3-5.5,C6,R4,438,0.841,3.120
3-5.5,C6,All Events,52101,100.000,100.000
3-5.5,C6,mCh+,14038,26.944,26.944
3-5.5,C6,All Events,52101,100.000,100.000
3-5.5,C6,R2,6620,12.706,12.706
3-5.5,C6,All Events,52101,100.000,100.000
3-5.5,C6,R3,14512,27.854,27.854
3-5.5,C6,R3,14512,27.854,87.196
3-5.5,C6,All Events,52101,100.000,100.000
3-5.5,C6,GFP+,16643,31.944,31.944
3-5.5,C6,All Events,52101,100.000,100.000
3-5.5,C6,R4,438,0.841,0.841
3-5.5,C6,All Events,52101,100.000,100.000
3-5.5,C6,R1,31761,60.960,60.960
3-5.5,C6,LG1,14038,26.944,26.944
3-5.5,C7,GFP+,12023,28.850,55.429
3-5.5,C7,All Events,41674,100.000,100.000
3-5.5,C7,R1,21691,52.049,52.049
3-5.5,C7,mCh+,8832,21.193,40.717
3-5.5,C7,All Events,41674,100.000,100.000
3-5.5,C7,R1,21691,52.049,52.049
3-5.5,C7,R1,21691,52.049,52.049
3-5.5,C7,All Events,41674,100.000,100.000
3-5.5,C7,mCherry-/GFP+,11975,28.735,55.207
3-5.5,C7,mCherry+/GFP+,320,0.768,1.475
3-5.5,C7,mCherry-/GFP-,849,2.037,3.914
3-5.5,C7,mCherry+/GFP-,8547,20.509,39.403
3-5.5,C7,All Events,41674,100.000,100.000
3-5.5,C7,R1,21691,52.049,52.049
3-5.5,C7,R2,4356,10.453,49.321
3-5.5,C7,R4,259,0.621,2.933
3-5.5,C7,All Events,41674,100.000,100.000
3-5.5,C7,mCh+,8832,21.193,21.193
3-5.5,C7,All Events,41674,100.000,100.000
3-5.5,C7,R2,4356,10.453,10.453
3-5.5,C7,All Events,41674,100.000,100.000
3-5.5,C7,R3,10567,25.356,25.356
3-5.5,C7,R3,10567,25.356,87.890
3-5.5,C7,All Events,41674,100.000,100.000
3-5.5,C7,GFP+,12023,28.850,28.850
3-5.5,C7,All Events,41674,100.000,100.000
3-5.5,C7,R4,259,0.621,0.621
3-5.5,C7,All Events,41674,100.000,100.000
3-5.5,C7,R1,21691,52.049,52.049
3-5.5,C7,LG1,8832,21.193,21.193
3-5.5,C8,GFP+,46,0.236,22.549
3-5.5,C8,All Events,19524,100.000,100.000
3-5.5,C8,R1,204,1.045,1.045
3-5.5,C8,mCh+,94,0.481,46.078
3-5.5,C8,All Events,19524,100.000,100.000
3-5.5,C8,R1,204,1.045,1.045
3-5.5,C8,R1,204,1.045,1.045
3-5.5,C8,All Events,19524,100.000,100.000
3-5.5,C8,mCherry-/GFP+,45,0.230,22.059
3-5.5,C8,mCherry+/GFP+,2,0.010,0.980
3-5.5,C8,mCherry-/GFP-,63,0.323,30.882
3-5.5,C8,mCherry+/GFP-,94,0.481,46.078
3-5.5,C8,All Events,19524,100.000,100.000
3-5.5,C8,R1,204,1.045,1.045
3-5.5,C8,R2,58,0.297,61.702
3-5.5,C8,R4,1,0.005,1.064
3-5.5,C8,All Events,19524,100.000,100.000
3-5.5,C8,mCh+,94,0.481,0.481
3-5.5,C8,All Events,19524,100.000,100.000
3-5.5,C8,R2,58,0.297,0.297
3-5.5,C8,All Events,19524,100.000,100.000
3-5.5,C8,R3,42,0.215,0.215
3-5.5,C8,R3,42,0.215,91.304
3-5.5,C8,All Events,19524,100.000,100.000
3-5.5,C8,GFP+,46,0.236,0.236
3-5.5,C8,All Events,19524,100.000,100.000
3-5.5,C8,R4,1,0.005,0.005
3-5.5,C8,All Events,19524,100.000,100.000
3-5.5,C8,R1,204,1.045,1.045
3-5.5,C8,LG1,94,0.481,0.481
3-5.5,C9,GFP+,15409,31.163,52.549
3-5.5,C9,All Events,49446,100.000,100.000
3-5.5,C9,R1,29323,59.303,59.303
3-5.5,C9,mCh+,12882,26.053,43.931
3-5.5,C9,All Events,49446,100.000,100.000
3-5.5,C9,R1,29323,59.303,59.303
3-5.5,C9,R1,29323,59.303,59.303
3-5.5,C9,All Events,49446,100.000,100.000
3-5.5,C9,mCherry-/GFP+,15245,30.832,51.990
3-5.5,C9,mCherry+/GFP+,485,0.981,1.654
3-5.5,C9,mCherry-/GFP-,1162,2.350,3.963
3-5.5,C9,mCherry+/GFP-,12431,25.141,42.393
3-5.5,C9,All Events,49446,100.000,100.000
3-5.5,C9,R1,29323,59.303,59.303
3-5.5,C9,R2,6000,12.134,46.577
3-5.5,C9,R4,390,0.789,3.027
3-5.5,C9,All Events,49446,100.000,100.000
3-5.5,C9,mCh+,12882,26.053,26.053
3-5.5,C9,All Events,49446,100.000,100.000
3-5.5,C9,R2,6000,12.134,12.134
3-5.5,C9,All Events,49446,100.000,100.000
3-5.5,C9,R3,13611,27.527,27.527
3-5.5,C9,R3,13611,27.527,88.331
3-5.5,C9,All Events,49446,100.000,100.000
3-5.5,C9,GFP+,15409,31.163,31.163
3-5.5,C9,All Events,49446,100.000,100.000
3-5.5,C9,R4,390,0.789,0.789
3-5.5,C9,All Events,49446,100.000,100.000
3-5.5,C9,R1,29323,59.303,59.303
3-5.5,C9,LG1,12882,26.053,26.053
3-5.5,C10,GFP+,22927,35.524,51.794
3-5.5,C10,All Events,64539,100.000,100.000
3-5.5,C10,R1,44266,68.588,68.588
3-5.5,C10,mCh+,19996,30.983,45.172
3-5.5,C10,All Events,64539,100.000,100.000
3-5.5,C10,R1,44266,68.588,68.588
3-5.5,C10,R1,44266,68.588,68.588
3-5.5,C10,All Events,64539,100.000,100.000
3-5.5,C10,mCherry-/GFP+,22505,34.870,50.840
3-5.5,C10,mCherry+/GFP+,909,1.408,2.053
3-5.5,C10,mCherry-/GFP-,1689,2.617,3.816
3-5.5,C10,mCherry+/GFP-,19163,29.692,43.291
3-5.5,C10,All Events,64539,100.000,100.000
3-5.5,C10,R1,44266,68.588,68.588
3-5.5,C10,R2,8408,13.028,42.048
3-5.5,C10,R4,729,1.130,3.646
3-5.5,C10,All Events,64539,100.000,100.000
3-5.5,C10,mCh+,19996,30.983,30.983
3-5.5,C10,All Events,64539,100.000,100.000
3-5.5,C10,R2,8408,13.028,13.028
3-5.5,C10,All Events,64539,100.000,100.000
3-5.5,C10,R3,20113,31.164,31.164
3-5.5,C10,R3,20113,31.164,87.726
3-5.5,C10,All Events,64539,100.000,100.000
3-5.5,C10,GFP+,22927,35.524,35.524
3-5.5,C10,All Events,64539,100.000,100.000
3-5.5,C10,R4,729,1.130,1.130
3-5.5,C10,All Events,64539,100.000,100.000
3-5.5,C10,R1,44266,68.588,68.588
3-5.5,C10,LG1,19996,30.983,30.983
3-5.5,C11,GFP+,19708,34.326,52.726
3-5.5,C11,All Events,57414,100.000,100.000
3-5.5,C11,R1,37378,65.103,65.103
3-5.5,C11,mCh+,16287,28.368,43.574
3-5.5,C11,All Events,57414,100.000,100.000
3-5.5,C11,R1,37378,65.103,65.103
3-5.5,C11,R1,37378,65.103,65.103
3-5.5,C11,All Events,57414,100.000,100.000
3-5.5,C11,mCherry-/GFP+,19485,33.938,52.130
3-5.5,C11,mCherry+/GFP+,661,1.151,1.768
3-5.5,C11,mCherry-/GFP-,1541,2.684,4.123
3-5.5,C11,mCherry+/GFP-,15691,27.330,41.979
3-5.5,C11,All Events,57414,100.000,100.000
3-5.5,C11,R1,37378,65.103,65.103
3-5.5,C11,R2,7053,12.284,43.304
3-5.5,C11,R4,536,0.934,3.291
3-5.5,C11,All Events,57414,100.000,100.000
3-5.5,C11,mCh+,16287,28.368,28.368
3-5.5,C11,All Events,57414,100.000,100.000
3-5.5,C11,R2,7053,12.284,12.284
3-5.5,C11,All Events,57414,100.000,100.000
3-5.5,C11,R3,17318,30.163,30.163
3-5.5,C11,R3,17318,30.163,87.873
3-5.5,C11,All Events,57414,100.000,100.000
3-5.5,C11,GFP+,19708,34.326,34.326
3-5.5,C11,All Events,57414,100.000,100.000
3-5.5,C11,R4,536,0.934,0.934
3-5.5,C11,All Events,57414,100.000,100.000
3-5.5,C11,R1,37378,65.103,65.103
3-5.5,C11,LG1,16287,28.368,28.368
3-5.5,C12,GFP+,66,0.324,26.400
3-5.5,C12,All Events,20370,100.000,100.000
3-5.5,C12,R1,250,1.227,1.227
3-5.5,C12,mCh+,90,0.442,36.000
3-5.5,C12,All Events,20370,100.000,100.000
3-5.5,C12,R1,250,1.227,1.227
3-5.5,C12,R1,250,1.227,1.227
3-5.5,C12,All Events,20370,100.000,100.000
3-5.5,C12,mCherry-/GFP+,66,0.324,26.400
3-5.5,C12,mCherry+/GFP+,1,0.005,0.400
3-5.5,C12,mCherry-/GFP-,92,0.452,36.800
3-5.5,C12,mCherry+/GFP-,91,0.447,36.400
3-5.5,C12,All Events,20370,100.000,100.000
3-5.5,C12,R1,250,1.227,1.227
3-5.5,C12,R2,53,0.260,58.889
3-5.5,C12,R4,0,0.000,0.000
3-5.5,C12,All Events,20370,100.000,100.000
3-5.5,C12,mCh+,90,0.442,0.442
3-5.5,C12,All Events,20370,100.000,100.000
3-5.5,C12,R2,53,0.260,0.260
3-5.5,C12,All Events,20370,100.000,100.000
3-5.5,C12,R3,60,0.295,0.295
3-5.5,C12,R3,60,0.295,90.909
3-5.5,C12,All Events,20370,100.000,100.000
3-5.5,C12,GFP+,66,0.324,0.324
3-5.5,C12,All Events,20370,100.000,100.000
3-5.5,C12,R4,0,0.000,0.000
3-5.5,C12,All Events,20370,100.000,100.000
3-5.5,C12,R1,250,1.227,1.227
3-5.5,C12,LG1,90,0.442,0.442
3-5.5,D1,GFP+,20803,34.094,52.615
3-5.5,D1,All Events,61016,100.000,100.000
3-5.5,D1,R1,39538,64.799,64.799
3-5.5,D1,mCh+,17380,28.484,43.958
3-5.5,D1,All Events,61016,100.000,100.000
3-5.5,D1,R1,39538,64.799,64.799
3-5.5,D1,R1,39538,64.799,64.799
3-5.5,D1,All Events,61016,100.000,100.000
3-5.5,D1,mCherry-/GFP+,20524,33.637,51.910
3-5.5,D1,mCherry+/GFP+,812,1.331,2.054
3-5.5,D1,mCherry-/GFP-,1529,2.506,3.867
3-5.5,D1,mCherry+/GFP-,16673,27.326,42.170
3-5.5,D1,All Events,61016,100.000,100.000
3-5.5,D1,R1,39538,64.799,64.799
3-5.5,D1,R2,6843,11.215,39.373
3-5.5,D1,R4,631,1.034,3.631
3-5.5,D1,All Events,61016,100.000,100.000
3-5.5,D1,mCh+,17380,28.484,28.484
3-5.5,D1,All Events,61016,100.000,100.000
3-5.5,D1,R2,6843,11.215,11.215
3-5.5,D1,All Events,61016,100.000,100.000
3-5.5,D1,R3,18358,30.087,30.087
3-5.5,D1,R3,18358,30.087,88.247
3-5.5,D1,All Events,61016,100.000,100.000
3-5.5,D1,GFP+,20803,34.094,34.094
3-5.5,D1,All Events,61016,100.000,100.000
3-5.5,D1,R4,631,1.034,1.034
3-5.5,D1,All Events,61016,100.000,100.000
3-5.5,D1,R1,39538,64.799,64.799
3-5.5,D1,LG1,17380,28.484,28.484
3-5.5,D2,GFP+,22331,38.058,57.628
3-5.5,D2,All Events,58677,100.000,100.000
3-5.5,D2,R1,38750,66.040,66.040
3-5.5,D2,mCh+,14766,25.165,38.106
3-5.5,D2,All Events,58677,100.000,100.000
3-5.5,D2,R1,38750,66.040,66.040
3-5.5,D2,R1,38750,66.040,66.040
3-5.5,D2,All Events,58677,100.000,100.000
3-5.5,D2,mCherry-/GFP+,22279,37.969,57.494
3-5.5,D2,mCherry+/GFP+,669,1.140,1.726
3-5.5,D2,mCherry-/GFP-,1636,2.788,4.222
3-5.5,D2,mCherry+/GFP-,14166,24.142,36.557
3-5.5,D2,All Events,58677,100.000,100.000
3-5.5,D2,R1,38750,66.040,66.040
3-5.5,D2,R2,6084,10.369,41.203
3-5.5,D2,R4,524,0.893,3.549
3-5.5,D2,All Events,58677,100.000,100.000
3-5.5,D2,mCh+,14766,25.165,25.165
3-5.5,D2,All Events,58677,100.000,100.000
3-5.5,D2,R2,6084,10.369,10.369
3-5.5,D2,All Events,58677,100.000,100.000
3-5.5,D2,R3,19878,33.877,33.877
3-5.5,D2,R3,19878,33.877,89.015
3-5.5,D2,All Events,58677,100.000,100.000
3-5.5,D2,GFP+,22331,38.058,38.058
3-5.5,D2,All Events,58677,100.000,100.000
3-5.5,D2,R4,524,0.893,0.893
3-5.5,D2,All Events,58677,100.000,100.000
3-5.5,D2,R1,38750,66.040,66.040
3-5.5,D2,LG1,14766,25.165,25.165
3-5.5,D3,GFP+,24234,38.029,54.915
3-5.5,D3,All Events,63725,100.000,100.000
